OPEID,INSTNM,CITY,STATE,TOTAL FWS SUPPLEMENTAL INCREASE
363400,TEXAS STATE TECHNICAL COLLEGE,WACO,TX,"15,526.00"
361500,TEXAS STATE UNIVERSITY,SAN MARCOS,TX,"45,978.00"
364400,TEXAS TECH UNIVERSITY,LUBBOCK,TX,"45,266.00"
364500,TEXAS WESLEYAN UNIVERSITY,FORT WORTH,TX,"8,250.00"
364600,TEXAS WOMANS UNIVERSITY,DENTON,TX,"27,312.00"
364700,Trinity University,SAN ANTONIO,TX,"1,978.00"
357200,"TRINITY VALLEY COMMUNITYCOLLEGE",ATHENS,TX,"14,682.00"
364800,TYLER JUNIOR COLLEGE,TYLER,TX,"9,487.00"
365100,UNIVERSITY OF DALLAS,IRVING,TX,"8,627.00"
365200,University of Houston,Houston,TX,"62,852.00"
1171100,University of Houston - Clear Lake,Houston,TX,"10,090.00"
361200,University of Houston - Downtown,Houston,TX,"20,191.00"
1323100,University of Houston - Victoria,Victoria,TX,"6,816.00"
358800,"UNIVERSITY OF MARY HARDIN-BAYLOR",BELTON,TX,"9,907.00"
359400,UNIVERSITY OF NORTH TEXAS,DENTON,TX,"50,482.00"
976800,"UNIVERSITY OF NORTH TEXASHEALTH SCIENCE CENTER AT FORTWORTH",FORT WORTH,TX,"16,605.00"
365400,University of Saint Thomas,Houston,TX,"8,652.00"
365800,UNIVERSITY OF TEXAS - AUSTIN,AUSTIN,TX,"62,928.00"
359900,"UNIVERSITY OF TEXAS - RIO GRANDEVALLEY",EDINBURG,TX,"46,766.00"
365600,"UNIVERSITY OF TEXAS ATARLINGTON",ARLINGTON,TX,"72,882.00"
974100,UNIVERSITY OF TEXAS AT DALLAS,RICHARDSON,TX,"38,541.00"
366100,UNIVERSITY OF TEXAS AT EL PASO,EL PASO,TX,"36,860.00"
1011500,University of Texas at San Antonio,SAN ANTONIO,TX,"27,180.00"
1116300,UNIVERSITY OF TEXAS AT TYLER,TYLER,TX,"13,651.00"
365900,"University of Texas Health ScienceCenter at San Antonio",SAN ANTONIO,TX,"12,376.00"
495200,"University of Texas Medical Branchat Galveston",Galveston,TX,"12,430.00"
993000,"UNIVERSITY OF TEXAS OF THEPERMIAN BASIN",ODESSA,TX,"6,176.00"
357800,University of the Incarnate Word,SAN ANTONIO,TX,"27,653.00"
2144800,Vet Tech Institute of Houston,Houston,TX,612
366300,"WAYLAND BAPTIST UNIVERSITY -PLAINVIEW CAMPUS",PLAINVIEW,TX,"8,644.00"
366400,WEATHERFORD COLLEGE,WEATHERFORD,TX,"3,569.00"
366500,WEST TEXAS A&M UNIVERSITY,CANYON,TX,"12,274.00"
954900,WESTERN TEXAS COLLEGE,SNYDER,TX,622
366800,Wharton County Junior College,Wharton,TX,"4,258.00"
366900,WILEY COLLEGE,MARSHALL,TX,"2,994.00"
367500,UNIVERSITY OF UTAH,SALT LAKE CITY,UT,"58,943.00"
367700,UTAH STATE UNIVERSITY,LOGAN,UT,"27,129.00"
402700,UTAH VALLEY UNIVERSITY,OREM,UT,"28,814.00"
368000,WEBER STATE UNIVERSITY,OGDEN,UT,"16,870.00"
3339400,WESTERN GOVERNORS UNIVERSITY,SALT LAKE CITY,UT,"134,467.00"
370500,COLLEGE OF WILLIAM & MARY,WILLIAMSBURG,VA,"23,525.00"
1019800,ECPI UNIVERSITY,VIRGINIA BEACH,VA,"31,877.00"
374900,GEORGE MASON UNIVERSITY,FAIRFAX,VA,"47,132.00"
371400,HAMPTON UNIVERSITY,HAMPTON,VA,"13,941.00"
372100,JAMES MADISON UNIVERSITY,HARRISONBURG,VA,"12,397.00"
2053000,LIBERTY UNIVERSITY,LYNCHBURG,VA,"200,909.00"
372000,LYNCHBURG COLLEGE,LYNCHBURG,VA,"10,477.00"
372300,MARY BALDWIN UNIVERSITY,STAUNTON,VA,"7,226.00"
372400,MARYMOUNT UNIVERSITY,ARLINGTON,VA,"12,144.00"
376500,NORFOLK STATE UNIVERSITY,NORFOLK,VA,"11,532.00"
372800,OLD DOMINION UNIVERSITY,NORFOLK,VA,"28,300.00"
373600,ROANOKE COLLEGE,SALEM,VA,"8,434.00"
373700,SHENANDOAH UNIVERSITY,WINCHESTER,VA,"19,928.00"
373800,SOUTHERN VIRGINIA UNIVERSITY,BUENA VISTA,VA,"1,049.00"
371200,TIDEWATER COMMUNITY COLLEGE,NORFOLK,VA,"25,322.00"
374400,UNIVERSITY OF RICHMOND,RICHMOND,VA,"16,533.00"
374500,UNIVERSITY OF VIRGINIA,CHARLOTTESVILLE,VA,"68,116.00"
373500,"VIRGINIA COMMONWEALTHUNIVERSITY",RICHMOND,VA,"60,283.00"
375400,"VIRGINIA POLYTECHNIC INSTITUTE &STATE UNIVERSITY",BLACKSBURG,VA,"32,751.00"
376400,VIRGINIA STATE UNIVERSITY,PETERSBURG,VA,"10,376.00"
376600,VIRGINIA UNION UNIVERSITY,RICHMOND,VA,"3,431.00"
376200,"VIRGINIA UNIVERSITY OFLYNCHBURG",LYNCHBURG,VA,958
376800,WASHINGTON AND LEE UNIVERSITY,LEXINGTON,VA,"11,347.00"
394600,University of the Virgin Islands,St.  Thomas,VI,"30,148.00"
368400,CHAMPLAIN COLLEGE,BURLINGTON,VT,"8,256.00"
369200,NORWICH UNIVERSITY,NORTHFIELD,VT,"14,443.00"
369600,"UNIVERSITY OF VERMONT ANDSTATE AGRICULTURAL COLLEGE",BURLINGTON,VT,"43,067.00"
1193400,VERMONT LAW SCHOOL,SOUTH ROYALTON,VT,"9,045.00"
1302200,CITY UNIVERSITY OF SEATTLE,SEATTLE,WA,"4,638.00"
377600,EVERETT COMMUNITY COLLEGE,EVERETT,WA,"2,596.00"
377800,GONZAGA UNIVERSITY,SPOKANE,WA,"33,376.00"
378300,NORTHWEST UNIVERSITY,KIRKLAND,WA,"4,161.00"
3031400,Sanford-Brown College,SEATTLE,WA,822
379000,SEATTLE UNIVERSITY,SEATTLE,WA,"38,672.00"
379800,UNIVERSITY OF WASHINGTON,SEATTLE,WA,"127,869.00"
380000,WASHINGTON STATE UNIVERSITY,PULLMAN,WA,"49,305.00"
383500,BELOIT COLLEGE,BELOIT,WI,"5,473.00"
384200,CONCORDIA UNIVERSITY,MEQUON,WI,"22,077.00"
962100,HERZING UNIVERSITY,MADISON,WI,"26,621.00"
386300,MARQUETTE UNIVERSITY,MILWAUKEE,WI,"53,195.00"
2077100,"MILWAUKEE INSTITUTE OF ART &DESIGN",MILWAUKEE,WI,"2,648.00"
389500,"UNIVERSITY OF WISCONSIN -MADISON",MADISON,WI,"56,627.00"
389600,"UNIVERSITY OF WISCONSIN -MILWAUKEE",MILWAUKEE,WI,"39,363.00"
2136600,WISCONSIN LUTHERAN COLLEGE,MILWAUKEE,WI,"2,694.00"
380600,ALDERSON BROADDUS UNIVERSITY,PHILIPPI,WV,"4,778.00"
381300,GLENVILLE STATE COLLEGE,GLENVILLE,WV,"1,428.00"
381500,MARSHALL UNIVERSITY,HUNTINGTON,WV,"24,134.00"
382000,SALEM UNIVERSITY,SALEM,WV,"2,156.00"
381800,UNIVERSITY OF CHARLESTON,CHARLESTON,WV,"2,577.00"
1124500,"WEST VIRGINIA SCHOOL OFOSTEOPATHIC MEDICINE",LEWISBURG,WV,"16,382.00"
382700,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WV,"57,426.00"
383000,WEST VIRGINIA WESLEYAN COLLEGE,BUCKHANNON,WV,"4,411.00"
393200,UNIVERSITY OF WYOMING,LARAMIE,WY,"9,777.00"
